TransactionID,Amount,Date,Description,PaymentMethod,MerchantName,MerchantCategoryCode,Status,Recurrence,AccountHolderAge,AccountHolderGender,Category
1528,4351.4,2025-07-10,Merchant_5 Rent,Credit Card,Merchant_5,5812,Pending,One-time,22,Male,Rent
1529,18007.45,2025-03-20,Merchant_50 Dining,NEFT,Merchant_50,8011,Pending,Regular,71,Female,Dining
1530,2835.89,2025-03-14,Merchant_64 Groceries,Auto-Debit,Merchant_64,5947,Pending,Recurring,71,Female,Groceries
1531,11787.32,2025-07-25,Merchant_79 Gifts,Credit Card,Merchant_79,5947,Posted,Recurring,33,Male,Gifts
1532,19244.72,2025-04-25,Merchant_66 Medical,UPI,Merchant_66,4784,Pending,Regular,18,Male,Medical
1533,14925.23,2025-08-02,Merchant_61 Shopping,Debit Card,Merchant_61,4121,Pending,Regular,33,Female,Shopping
1534,18214.36,2025-09-03,Merchant_98 Health & Fitness,Auto-Debit,Merchant_98,5732,Posted,One-time,21,Female,Health & Fitness
1535,4728.89,2025-02-13,Merchant_61 Travel,Auto-Debit,Merchant_61,5812,Posted,Regular,49,Female,Travel
1536,15195.48,2025-07-23,Merchant_16 Insurance,UPI,Merchant_16,6513,Pending,One-time,39,Female,Insurance
1537,919.79,2025-08-17,Merchant_62 Transport,Auto-Debit,Merchant_62,6513,Pending,Recurring,56,Male,Transport
1538,1445.92,2025-05-05,Merchant_84 Rent,Debit Card,Merchant_84,5947,Posted,One-time,59,Male,Rent
1539,11034.14,2025-04-27,Merchant_40 Groceries,Auto-Debit,Merchant_40,5541,Pending,One-time,71,Female,Groceries
1540,14059,2024-12-29,Merchant_56 Subscription,Debit Card,Merchant_56,5411,Pending,Recurring,68,Male,Subscription
1541,5162.61,2025-07-25,Merchant_71 Education,NEFT,Merchant_71,4121,Pending,Recurring,67,Female,Education
1542,12049.35,2025-04-26,Merchant_31 Shopping,Auto-Debit,Merchant_31,8011,Pending,One-time,32,Male,Shopping
1543,15801.89,2025-07-30,Merchant_57 Shopping,Credit Card,Merchant_57,8299,Pending,Regular,69,Female,Shopping
1544,16492.69,2024-11-07,Merchant_43 Rent,NEFT,Merchant_43,5947,Posted,Recurring,59,Female,Rent
1545,15340.19,2025-01-08,Merchant_39 Travel,Auto-Debit,Merchant_39,8011,Pending,Recurring,32,Female,Travel
1546,10429.97,2025-09-21,Merchant_9 Shopping,Auto-Debit,Merchant_9,5812,Pending,Recurring,73,Female,Shopping
1547,526.17,2025-07-29,Merchant_7 Medical,Debit Card,Merchant_7,5812,Pending,One-time,53,Male,Medical
1548,6173.95,2025-08-09,Merchant_31 Subscription,Credit Card,Merchant_31,7832,Pending,Recurring,41,Female,Subscription
1549,9361.67,2025-10-05,Merchant_32 Travel,Credit Card,Merchant_32,8299,Pending,Regular,48,Female,Travel
1550,19172.59,2025-03-29,Merchant_45 Insurance,Credit Card,Merchant_45,7832,Posted,Recurring,58,Female,Insurance
1551,2244.1,2025-02-17,Merchant_2 Utilities,Debit Card,Merchant_2,4784,Pending,Regular,42,Female,Utilities
1552,13915.77,2025-06-16,Merchant_95 Subscription,Debit Card,Merchant_95,7841,Posted,Regular,66,Male,Subscription
1553,14347.92,2025-06-18,Merchant_71 Rent,Debit Card,Merchant_71,4784,Pending,One-time,24,Female,Rent
1554,6754.39,2025-09-19,Merchant_25 Utilities,Credit Card,Merchant_25,5732,Posted,One-time,47,Female,Utilities
1555,4200.58,2025-09-16,Merchant_33 Subscription,Credit Card,Merchant_33,7997,Posted,One-time,70,Male,Subscription
1556,6737.27,2024-10-24,Merchant_32 Subscription,NEFT,Merchant_32,4814,Posted,Regular,40,Male,Subscription
1557,3650.72,2025-05-12,Merchant_25 Utilities,NEFT,Merchant_25,5411,Pending,Regular,26,Male,Utilities
1558,10150.51,2024-10-19,Merchant_39 Entertainment,Debit Card,Merchant_39,4814,Posted,Regular,54,Female,Entertainment
1559,7168.15,2025-07-09,Merchant_14 Travel,NEFT,Merchant_14,6311,Posted,Recurring,53,Female,Travel
1560,1254.14,2025-04-02,Merchant_100 Subscription,Debit Card,Merchant_100,8299,Pending,Recurring,53,Female,Subscription
1561,13150.87,2025-04-01,Merchant_83 Rent,Debit Card,Merchant_83,7997,Posted,One-time,61,Male,Rent
1562,6703.07,2025-04-06,Merchant_34 Rent,Credit Card,Merchant_34,7997,Pending,Recurring,56,Male,Rent
1563,4196.25,2025-07-12,Merchant_89 Rent,Auto-Debit,Merchant_89,6513,Posted,Regular,39,Male,Rent
1564,5366.01,2025-04-26,Merchant_12 Entertainment,Auto-Debit,Merchant_12,7841,Pending,One-time,41,Female,Entertainment
1565,9638.61,2025-03-06,Merchant_42 Subscription,Debit Card,Merchant_42,5541,Posted,Recurring,19,Male,Subscription
1566,6502.38,2025-03-13,Merchant_41 Fuel,Debit Card,Merchant_41,6311,Posted,Regular,51,Female,Fuel
1567,8600.65,2025-02-15,Merchant_92 Health & Fitness,Auto-Debit,Merchant_92,6311,Pending,Recurring,20,Male,Health & Fitness
1568,2631.01,2025-02-21,Merchant_78 Fuel,Credit Card,Merchant_78,8299,Pending,Regular,66,Male,Fuel
1569,12972.78,2025-02-21,Merchant_31 Subscription,Credit Card,Merchant_31,7832,Posted,Recurring,67,Male,Subscription
1570,15279.7,2025-04-06,Merchant_46 Health & Fitness,NEFT,Merchant_46,7841,Posted,One-time,21,Female,Health & Fitness
1571,5722.95,2025-07-19,Merchant_32 Fuel,Debit Card,Merchant_32,6311,Pending,Regular,69,Female,Fuel
1572,19283.06,2025-05-16,Merchant_69 Transport,UPI,Merchant_69,6311,Pending,One-time,66,Male,Transport
1573,11480.7,2025-06-25,Merchant_75 Travel,NEFT,Merchant_75,4784,Posted,One-time,20,Female,Travel
1574,17056.2,2025-07-27,Merchant_68 Groceries,UPI,Merchant_68,4121,Posted,Recurring,59,Female,Groceries
1575,6774.52,2025-08-03,Merchant_35 Groceries,UPI,Merchant_35,5947,Pending,Regular,28,Male,Groceries
1576,16740.94,2025-09-08,Merchant_76 Transport,Auto-Debit,Merchant_76,5541,Posted,One-time,28,Male,Transport
1577,2747.06,2025-04-19,Merchant_62 Rent,Credit Card,Merchant_62,4121,Pending,Recurring,25,Male,Rent
1578,1212.89,2025-01-17,Merchant_69 Fuel,Credit Card,Merchant_69,5541,Pending,One-time,18,Female,Fuel
1579,560.1,2024-12-28,Merchant_37 Rent,NEFT,Merchant_37,5732,Pending,Recurring,55,Female,Rent
1580,7394.26,2025-08-05,Merchant_23 Dining,NEFT,Merchant_23,7841,Pending,Recurring,29,Male,Dining
1581,12981.53,2025-07-12,Merchant_77 Utilities,NEFT,Merchant_77,8011,Pending,Regular,53,Male,Utilities
1582,15690.07,2025-05-26,Merchant_42 Entertainment,Auto-Debit,Merchant_42,8299,Posted,Regular,46,Female,Entertainment
1583,11126.52,2025-05-22,Merchant_98 Groceries,NEFT,Merchant_98,8299,Posted,Regular,60,Male,Groceries
1584,12476.65,2024-12-13,Merchant_96 Travel,Auto-Debit,Merchant_96,5411,Pending,Regular,24,Female,Travel
1585,19170,2025-10-03,Merchant_100 Gifts,Debit Card,Merchant_100,8011,Pending,One-time,55,Female,Gifts
1586,12398.3,2024-12-15,Merchant_55 Rent,Auto-Debit,Merchant_55,5411,Posted,One-time,38,Male,Rent
1587,4341.31,2024-11-26,Merchant_22 Subscription,NEFT,Merchant_22,7832,Pending,One-time,61,Male,Subscription
1588,9923.19,2025-02-09,Merchant_44 Gifts,Auto-Debit,Merchant_44,5947,Pending,One-time,24,Female,Gifts
1589,19608.99,2025-10-14,Merchant_93 Entertainment,Credit Card,Merchant_93,8299,Posted,Recurring,70,Female,Entertainment
1590,10732.69,2025-09-27,Merchant_80 Dining,Auto-Debit,Merchant_80,4814,Posted,Recurring,39,Female,Dining
1591,4027.62,2025-06-06,Merchant_33 Travel,NEFT,Merchant_33,7832,Posted,Recurring,57,Female,Travel
1592,18542.45,2025-05-11,Merchant_63 Entertainment,UPI,Merchant_63,4784,Pending,Regular,51,Male,Entertainment
1593,17072.2,2025-01-26,Merchant_64 Insurance,UPI,Merchant_64,8011,Pending,Regular,69,Female,Insurance
1594,16157.06,2025-06-06,Merchant_54 Entertainment,Auto-Debit,Merchant_54,5732,Pending,One-time,33,Male,Entertainment
1595,3217.85,2025-09-13,Merchant_29 Rent,Credit Card,Merchant_29,8011,Pending,One-time,20,Male,Rent
1596,13312.94,2024-11-27,Merchant_37 Fuel,Debit Card,Merchant_37,5947,Posted,Recurring,68,Male,Fuel
1597,6918.51,2025-06-29,Merchant_40 Insurance,UPI,Merchant_40,5812,Pending,Recurring,57,Female,Insurance
1598,16368.78,2025-08-17,Merchant_60 Insurance,Credit Card,Merchant_60,5947,Pending,Regular,57,Female,Insurance
1599,12791.34,2025-02-01,Merchant_4 Health & Fitness,NEFT,Merchant_4,7841,Posted,Recurring,44,Female,Health & Fitness
1600,5316.83,2025-09-11,Merchant_33 Subscription,NEFT,Merchant_33,4814,Posted,Regular,43,Male,Subscription
1601,7560.21,2024-11-28,Merchant_76 Groceries,NEFT,Merchant_76,5541,Pending,Regular,56,Female,Groceries
1602,17792.39,2024-11-20,Merchant_58 Rent,Debit Card,Merchant_58,5812,Pending,One-time,37,Male,Rent
1603,10235.2,2024-12-03,Merchant_21 Shopping,Auto-Debit,Merchant_21,4121,Posted,Recurring,44,Male,Shopping
1604,1537.04,2024-11-25,Merchant_61 Medical,NEFT,Merchant_61,7832,Posted,Recurring,27,Female,Medical
1605,19150.74,2025-07-29,Merchant_92 Education,NEFT,Merchant_92,7997,Posted,One-time,62,Female,Education
1606,1060.88,2025-10-10,Merchant_70 Education,Auto-Debit,Merchant_70,8011,Posted,One-time,21,Female,Education
1607,16455.02,2025-09-16,Merchant_82 Entertainment,UPI,Merchant_82,8299,Posted,One-time,46,Male,Entertainment
1608,2279.33,2025-04-14,Merchant_69 Fuel,UPI,Merchant_69,5541,Pending,Regular,24,Female,Fuel
1609,9295.81,2025-09-02,Merchant_48 Health & Fitness,UPI,Merchant_48,6513,Pending,Recurring,56,Male,Health & Fitness
1610,4907.34,2025-07-30,Merchant_24 Gifts,UPI,Merchant_24,7841,Posted,One-time,60,Male,Gifts
1611,18814.29,2025-01-25,Merchant_80 Health & Fitness,UPI,Merchant_80,5732,Posted,Recurring,60,Female,Health & Fitness
1612,3625.28,2025-07-14,Merchant_92 Shopping,Credit Card,Merchant_92,7997,Posted,Regular,55,Male,Shopping
1613,3525.17,2025-02-17,Merchant_25 Transport,Auto-Debit,Merchant_25,4784,Pending,Recurring,27,Male,Transport
1614,11165.03,2025-07-07,Merchant_16 Medical,UPI,Merchant_16,5947,Pending,Regular,58,Female,Medical
1615,17858.3,2025-07-13,Merchant_24 Education,Auto-Debit,Merchant_24,5541,Pending,Recurring,63,Male,Education
1616,19141.36,2025-03-18,Merchant_74 Utilities,Debit Card,Merchant_74,7832,Pending,One-time,47,Female,Utilities
1617,3571.09,2025-03-18,Merchant_90 Fuel,Credit Card,Merchant_90,8011,Pending,One-time,28,Male,Fuel
1618,6009.66,2025-01-01,Merchant_2 Groceries,NEFT,Merchant_2,6311,Pending,One-time,35,Female,Groceries
1619,18206.4,2025-03-07,Merchant_94 Entertainment,Auto-Debit,Merchant_94,4784,Pending,One-time,44,Male,Entertainment
1620,11253.65,2025-03-10,Merchant_98 Subscription,Credit Card,Merchant_98,6311,Pending,Regular,40,Female,Subscription
1621,762.4,2025-09-06,Merchant_66 Rent,UPI,Merchant_66,4784,Posted,Recurring,27,Female,Rent
1622,7813.37,2025-09-14,Merchant_7 Insurance,Debit Card,Merchant_7,8299,Pending,Recurring,23,Female,Insurance
1623,19911.08,2025-01-16,Merchant_37 Transport,Credit Card,Merchant_37,8011,Pending,Recurring,70,Female,Transport
1624,9459.85,2024-10-27,Merchant_93 Groceries,Credit Card,Merchant_93,5541,Pending,Regular,29,Male,Groceries
1625,10471.96,2025-04-14,Merchant_27 Transport,Credit Card,Merchant_27,4121,Posted,Regular,35,Male,Transport
1626,9418.53,2024-11-16,Merchant_95 Gifts,Auto-Debit,Merchant_95,4121,Posted,One-time,64,Male,Gifts
1627,7069.29,2025-05-08,Merchant_3 Utilities,Debit Card,Merchant_3,7997,Pending,Recurring,26,Female,Utilities
1628,5631.59,2025-08-16,Merchant_10 Transport,Auto-Debit,Merchant_10,8299,Pending,Recurring,34,Male,Transport
1629,5139.69,2025-04-13,Merchant_11 Transport,Auto-Debit,Merchant_11,4784,Pending,Regular,64,Female,Transport
1630,10685.2,2025-01-17,Merchant_46 Dining,Debit Card,Merchant_46,4784,Posted,Recurring,52,Female,Dining
1631,17288.02,2025-06-03,Merchant_81 Travel,Credit Card,Merchant_81,4784,Posted,One-time,71,Female,Travel
1632,16282.89,2024-12-28,Merchant_16 Groceries,UPI,Merchant_16,7841,Posted,Recurring,54,Male,Groceries
1633,4369.33,2025-04-13,Merchant_73 Groceries,Credit Card,Merchant_73,5812,Posted,One-time,29,Female,Groceries
1634,11477.13,2025-02-19,Merchant_36 Shopping,Credit Card,Merchant_36,7997,Pending,Regular,36,Female,Shopping
1635,9498.94,2025-04-17,Merchant_84 Gifts,Debit Card,Merchant_84,8011,Posted,Regular,65,Male,Gifts
1636,11178.3,2025-02-23,Merchant_4 Education,Credit Card,Merchant_4,8299,Posted,Regular,23,Male,Education
1637,8741.61,2024-12-26,Merchant_78 Gifts,UPI,Merchant_78,7832,Pending,Recurring,22,Male,Gifts
1638,13106.66,2025-10-13,Merchant_50 Groceries,Debit Card,Merchant_50,8299,Pending,One-time,60,Female,Groceries
1639,1976.13,2025-04-12,Merchant_41 Medical,Auto-Debit,Merchant_41,8299,Posted,Recurring,35,Female,Medical
1640,6347.68,2025-02-18,Merchant_17 Transport,UPI,Merchant_17,5947,Pending,One-time,72,Male,Transport
1641,1548.09,2025-10-09,Merchant_15 Transport,UPI,Merchant_15,7832,Pending,One-time,43,Male,Transport
1642,15336.8,2025-02-19,Merchant_3 Education,Auto-Debit,Merchant_3,4121,Pending,One-time,26,Male,Education
1643,830.46,2025-03-10,Merchant_73 Education,UPI,Merchant_73,4814,Pending,Recurring,49,Female,Education
1644,10060.46,2025-09-06,Merchant_47 Shopping,Credit Card,Merchant_47,5411,Pending,One-time,73,Male,Shopping
1645,15836.04,2025-01-07,Merchant_55 Medical,Credit Card,Merchant_55,6513,Pending,Regular,47,Male,Medical
1646,3372.76,2025-04-17,Merchant_41 Gifts,UPI,Merchant_41,5411,Posted,Regular,22,Male,Gifts
1647,12728.59,2025-01-10,Merchant_18 Shopping,Credit Card,Merchant_18,8299,Posted,Regular,49,Female,Shopping
1648,8234.17,2025-08-17,Merchant_85 Rent,Credit Card,Merchant_85,5411,Posted,One-time,66,Female,Rent
1649,9110.07,2025-05-27,Merchant_51 Utilities,Credit Card,Merchant_51,4784,Posted,Recurring,58,Female,Utilities
1650,9613.74,2025-06-11,Merchant_5 Entertainment,UPI,Merchant_5,7997,Pending,Regular,27,Female,Entertainment
1651,16475.59,2024-10-24,Merchant_28 Shopping,Credit Card,Merchant_28,6311,Pending,One-time,63,Female,Shopping
1652,2897.46,2025-08-04,Merchant_74 Medical,Auto-Debit,Merchant_74,5732,Pending,Regular,42,Male,Medical
1653,2038.95,2025-02-11,Merchant_96 Rent,NEFT,Merchant_96,4121,Pending,Recurring,30,Male,Rent
1654,14994.56,2025-09-08,Merchant_19 Dining,UPI,Merchant_19,5732,Posted,One-time,45,Female,Dining
1655,5580.91,2025-02-22,Merchant_72 Utilities,Credit Card,Merchant_72,8011,Pending,Regular,50,Female,Utilities
1656,17766.43,2025-10-07,Merchant_57 Shopping,NEFT,Merchant_57,4121,Pending,Recurring,21,Female,Shopping
1657,3040.52,2025-09-20,Merchant_40 Gifts,Credit Card,Merchant_40,6311,Posted,Recurring,19,Female,Gifts
1658,7925.92,2025-06-22,Merchant_69 Education,Credit Card,Merchant_69,7832,Posted,Recurring,46,Female,Education
1659,18648.29,2025-01-16,Merchant_75 Utilities,Auto-Debit,Merchant_75,7997,Posted,Recurring,64,Male,Utilities
1660,8677.45,2025-02-14,Merchant_96 Rent,UPI,Merchant_96,4784,Posted,Regular,64,Male,Rent
1661,10515.01,2025-03-30,Merchant_44 Shopping,Auto-Debit,Merchant_44,6311,Posted,One-time,27,Male,Shopping
1662,4733.82,2025-10-10,Merchant_95 Utilities,UPI,Merchant_95,5947,Posted,Recurring,42,Male,Utilities
1663,17805.93,2025-03-08,Merchant_6 Travel,UPI,Merchant_6,5541,Pending,Recurring,42,Female,Travel
1664,13980.58,2025-06-11,Merchant_81 Entertainment,UPI,Merchant_81,5411,Pending,Recurring,38,Male,Entertainment
1665,11522.43,2025-07-19,Merchant_80 Dining,UPI,Merchant_80,7841,Pending,Regular,66,Male,Dining
1666,14920.37,2025-01-30,Merchant_97 Groceries,UPI,Merchant_97,8011,Pending,Recurring,67,Female,Groceries
1667,5055.37,2025-04-17,Merchant_68 Transport,Debit Card,Merchant_68,7832,Posted,Regular,25,Female,Transport
1668,7113.97,2025-06-05,Merchant_99 Gifts,Debit Card,Merchant_99,5732,Pending,One-time,68,Female,Gifts
1669,515.26,2025-06-20,Merchant_80 Rent,NEFT,Merchant_80,5541,Pending,Recurring,65,Male,Rent
1670,9340.12,2025-08-14,Merchant_80 Travel,Auto-Debit,Merchant_80,4814,Posted,Regular,61,Male,Travel
1671,14956.9,2024-11-19,Merchant_83 Groceries,UPI,Merchant_83,7997,Posted,Regular,27,Female,Groceries
1672,18645.04,2025-05-08,Merchant_9 Entertainment,UPI,Merchant_9,7841,Pending,One-time,61,Male,Entertainment
1673,14891.33,2025-06-28,Merchant_17 Insurance,UPI,Merchant_17,4784,Posted,Regular,63,Male,Insurance
1674,12194.28,2024-11-27,Merchant_70 Medical,Debit Card,Merchant_70,4784,Pending,One-time,34,Female,Medical
1675,17183.77,2025-03-27,Merchant_63 Transport,Auto-Debit,Merchant_63,5732,Posted,Regular,36,Male,Transport
1676,334.27,2025-03-28,Merchant_86 Education,Auto-Debit,Merchant_86,5541,Pending,Regular,68,Male,Education
1677,9919.45,2025-03-20,Merchant_4 Fuel,Credit Card,Merchant_4,8299,Posted,One-time,67,Male,Fuel
1678,6043.54,2025-04-11,Merchant_92 Medical,Debit Card,Merchant_92,6513,Pending,Recurring,65,Male,Medical
1679,17118.12,2025-08-18,Merchant_65 Fuel,Auto-Debit,Merchant_65,6311,Pending,Recurring,53,Male,Fuel
1680,11263.89,2025-05-26,Merchant_71 Groceries,UPI,Merchant_71,5411,Posted,Regular,25,Female,Groceries
1681,10205.74,2024-11-16,Merchant_26 Medical,UPI,Merchant_26,7841,Posted,One-time,41,Female,Medical
1682,15609.15,2025-03-22,Merchant_22 Education,UPI,Merchant_22,5947,Posted,One-time,33,Male,Education
1683,19071.91,2025-08-11,Merchant_25 Utilities,Debit Card,Merchant_25,4121,Posted,One-time,41,Female,Utilities
1684,16865.61,2024-11-11,Merchant_54 Subscription,Auto-Debit,Merchant_54,6513,Pending,Regular,20,Male,Subscription
1685,913.2,2025-02-12,Merchant_74 Health & Fitness,Credit Card,Merchant_74,5541,Posted,Regular,66,Male,Health & Fitness
1686,772.82,2025-09-02,Merchant_3 Shopping,Debit Card,Merchant_3,4814,Posted,Regular,42,Female,Shopping
1687,2810.39,2025-07-20,Merchant_5 Entertainment,NEFT,Merchant_5,5947,Posted,Regular,55,Male,Entertainment
1688,1095.82,2024-11-05,Merchant_34 Groceries,UPI,Merchant_34,5812,Posted,Recurring,44,Female,Groceries
1689,2544.96,2025-05-08,Merchant_45 Dining,Credit Card,Merchant_45,5947,Pending,One-time,47,Female,Dining
1690,722.42,2025-03-17,Merchant_38 Rent,Credit Card,Merchant_38,5541,Posted,Recurring,60,Female,Rent
1691,1582.83,2024-12-04,Merchant_23 Insurance,Credit Card,Merchant_23,7841,Pending,Recurring,52,Female,Insurance
1692,18255.47,2025-02-16,Merchant_11 Travel,Credit Card,Merchant_11,8299,Posted,Recurring,50,Male,Travel
1693,7684.08,2025-03-25,Merchant_40 Gifts,Debit Card,Merchant_40,8011,Pending,Regular,27,Female,Gifts
1694,466.45,2025-06-03,Merchant_1 Gifts,NEFT,Merchant_1,6311,Posted,One-time,60,Female,Gifts
1695,4919.07,2025-02-07,Merchant_44 Utilities,UPI,Merchant_44,6311,Posted,Recurring,51,Male,Utilities
1696,2630.35,2025-10-14,Merchant_55 Medical,Auto-Debit,Merchant_55,7832,Posted,Regular,66,Female,Medical
1697,6022.31,2025-10-13,Merchant_76 Rent,Auto-Debit,Merchant_76,7997,Pending,Recurring,50,Male,Rent
1698,15185.15,2025-06-15,Merchant_71 Health & Fitness,Debit Card,Merchant_71,7997,Pending,One-time,18,Male,Health & Fitness
1699,7760.14,2025-01-04,Merchant_14 Subscription,Credit Card,Merchant_14,5411,Posted,Recurring,29,Male,Subscription
1700,13453.77,2025-03-04,Merchant_9 Travel,NEFT,Merchant_9,7832,Pending,One-time,47,Male,Travel
1701,3341.55,2025-07-18,Merchant_24 Health & Fitness,Credit Card,Merchant_24,5541,Posted,Recurring,18,Male,Health & Fitness
1702,15146.78,2025-02-12,Merchant_63 Travel,Debit Card,Merchant_63,5411,Posted,Regular,65,Female,Travel
1703,9465.1,2025-08-14,Merchant_94 Rent,Debit Card,Merchant_94,5812,Posted,Regular,43,Male,Rent
1704,5384.54,2025-03-19,Merchant_90 Dining,Auto-Debit,Merchant_90,4784,Pending,Regular,64,Female,Dining
1705,13737.49,2025-02-27,Merchant_36 Fuel,Auto-Debit,Merchant_36,5732,Posted,Regular,27,Female,Fuel
1706,4274.42,2025-05-20,Merchant_23 Education,Auto-Debit,Merchant_23,6513,Posted,One-time,33,Male,Education
1707,10605.03,2025-07-30,Merchant_24 Fuel,Auto-Debit,Merchant_24,5947,Posted,Recurring,31,Female,Fuel
1708,7565.41,2025-02-04,Merchant_76 Education,Debit Card,Merchant_76,5541,Pending,Recurring,45,Male,Education
1709,9232.26,2025-04-05,Merchant_5 Travel,Credit Card,Merchant_5,5732,Posted,One-time,38,Male,Travel
1710,16197.12,2025-04-12,Merchant_55 Entertainment,Debit Card,Merchant_55,5541,Pending,Recurring,27,Male,Entertainment
1711,19874.09,2025-05-17,Merchant_9 Health & Fitness,Credit Card,Merchant_9,8011,Pending,One-time,43,Male,Health & Fitness
1712,19399.46,2025-08-23,Merchant_10 Insurance,Debit Card,Merchant_10,8299,Posted,Recurring,45,Female,Insurance
1713,2104.04,2024-12-29,Merchant_86 Shopping,Debit Card,Merchant_86,5732,Pending,Recurring,29,Male,Shopping
1714,10340.9,2024-12-27,Merchant_85 Insurance,UPI,Merchant_85,4121,Pending,Recurring,39,Female,Insurance
1715,3445.14,2024-12-24,Merchant_35 Health & Fitness,Credit Card,Merchant_35,5541,Pending,Recurring,26,Male,Health & Fitness
1716,3594.9,2025-04-14,Merchant_61 Groceries,NEFT,Merchant_61,5812,Posted,One-time,69,Female,Groceries
1717,3816.78,2025-03-16,Merchant_43 Subscription,Credit Card,Merchant_43,7832,Posted,Regular,68,Male,Subscription
1718,3111.12,2024-10-21,Merchant_82 Transport,Auto-Debit,Merchant_82,7832,Pending,Recurring,42,Male,Transport
1719,13872.32,2024-12-24,Merchant_55 Dining,Credit Card,Merchant_55,8011,Posted,Regular,24,Male,Dining
1720,2700.69,2025-05-08,Merchant_30 Entertainment,Debit Card,Merchant_30,7832,Posted,Regular,24,Female,Entertainment
1721,12924,2025-08-14,Merchant_5 Gifts,Credit Card,Merchant_5,5947,Posted,Recurring,61,Male,Gifts
1722,17797.35,2025-07-28,Merchant_2 Fuel,Debit Card,Merchant_2,5812,Pending,Regular,74,Male,Fuel
